이름,구단,연도,포지션,WAAwithADJ,이닝,RAAwithADJ,수비율,RNG,E+,CS,BLK,ARM
박준태,히어로즈,2021,RF,-0.154,136.0,-1.55,1.0,-1.55,0.08,0.0,0.0,0.32
김휘집,히어로즈,2021,3B,-0.183,206.0,-1.82,0.899,-1.53,-0.74,0.0,0.0,0.0
모터,히어로즈,2020,3B,-0.188,82.0,-1.94,0.926,-1.44,-0.19,0.0,0.0,-0.34
김주형,히어로즈,2022,SS,-0.197,313.1,-1.91,0.933,-2.41,-0.98,0.0,0.0,0.0
김주형,히어로즈,2021,SS,-0.21,183.2,-2.12,0.94,-2.72,-0.31,0.0,0.0,0.0
김준완,히어로즈,2022,LF,-0.225,738.1,-2.15,0.984,-2.81,-0.08,0.0,0.0,3.93
김하성,히어로즈,2019,SS,-0.244,1086.1,-2.43,0.961,-6.54,-0.64,0.0,0.0,0.0
박병호,히어로즈,2019,1B,-0.289,906.2,-2.87,0.994,4.42,0.42,0.0,0.0,0.0
박정음,히어로즈,2020,CF,-0.317,171.2,-3.37,1.0,-2.11,0.09,0.0,0.0,-1.36
김수환,히어로즈,2022,1B,-0.325,297.0,-3.12,0.99,-0.64,-0.03,0.0,0.0,0.0
이택근,히어로즈,2018,LF,-0.358,210.0,-4.03,0.955,-2.3,-0.24,0.0,0.0,-0.27
서건창,히어로즈,2019,2B,-0.381,481.0,-3.73,0.978,-4.43,-0.1,0.0,0.0,0.0
박찬혁,히어로즈,2022,LF,-0.395,167.0,-3.81,0.958,-2.22,-0.43,0.0,0.0,-0.19
김휘집,히어로즈,2022,SS,-0.4,818.0,-3.87,0.965,-8.11,0.22,0.0,0.0,0.0
고종욱,히어로즈,2018,LF,-0.421,347.2,-4.68,0.966,0.53,-0.32,0.0,0.0,-2.91
전병우,히어로즈,2022,1B,-0.432,548.1,-4.15,0.99,0.12,-0.11,0.0,0.0,0.0
이용규,히어로즈,2022,LF,-0.439,465.1,-4.2,0.98,-2.32,-0.09,0.0,0.0,0.4
김웅빈,히어로즈,2020,1B,-0.465,416.1,-4.95,0.985,-1.04,-0.49,0.0,0.0,0.0
박병호,히어로즈,2020,1B,-0.466,712.2,-4.98,0.992,1.62,-0.07,0.0,0.0,0.0
김규민,히어로즈,2018,LF,-0.491,642.0,-5.49,0.971,-2.77,-0.81,0.0,0.0,1.62
박병호,히어로즈,2021,1B,-0.494,810.2,-4.97,0.993,1.7,0.32,0.0,0.0,0.0
박병호,히어로즈,2018,1B,-0.526,841.2,-6.08,0.988,3.12,-0.86,0.0,0.0,0.0
크레익,히어로즈,2021,1B,-0.633,366.2,-6.37,0.989,-4.01,-0.08,0.0,0.0,0.4
이정후,히어로즈,2019,LF,-0.966,1142.0,-9.54,0.993,-8.49,0.3,0.0,0.0,2.27
허정협,히어로즈,2020,LF,-0.983,732.1,-10.49,0.983,-5.13,-0.16,0.0,0.0,-1.09
이용규,히어로즈,2021,LF,-1.061,1003.2,-10.78,0.987,-3.03,-0.05,0.0,0.0,-2.89
초이스,히어로즈,2018,RF,-1.073,664.1,-12.07,0.984,-6.07,0.01,0.0,0.0,-2.16
푸이그,히어로즈,2022,RF,-1.161,842.2,-11.44,0.963,-7.08,-0.52,0.0,0.0,0.44
샌즈,히어로즈,2019,RF,-1.526,1073.0,-15.24,0.987,-8.3,-0.01,0.0,0.0,-1.0
최지훈,SSG.SK,2022,CF,1.909,1239.1,18.48,0.997,10.61,0.63,0.0,0.0,7.29
이재원,SSG.SK,2019,C,0.854,1041.0,8.27,0.994,0.45,0.17,-1.89,0.91,0.0
최지훈,SSG.SK,2021,CF,0.849,1054.0,8.5,0.994,5.5,0.12,0.0,0.0,3.7
오태곤,SSG.SK,2022,LF,0.779,673.2,7.45,0.996,6.75,0.41,0.0,0.0,3.94
최지훈,SSG.SK,2020,RF,0.667,1007.1,6.98,0.985,6.63,-0.25,0.0,0.0,3.07
이재원,SSG.SK,2018,C,0.649,846.2,7.33,0.987,0.49,-0.9,-0.9,0.45,0.0
노수광,SSG.SK,2019,LF,0.608,896.0,5.83,0.988,8.35,-0.05,0.0,0.0,0.06
이재원,SSG.SK,2020,C,0.571,545.1,5.94,0.994,-0.54,0.18,1.53,-0.09,0.0
나주환,SSG.SK,2018,SS,0.566,885.0,6.27,0.971,3.18,0.02,0.0,0.0,0.0
한유섬,SSG.SK,2018,RF,0.559,755.1,6.29,0.995,8.0,0.26,0.0,0.0,2.39
최정,SSG.SK,2022,3B,0.553,958.1,5.43,0.953,3.37,0.45,0.0,0.0,0.0
최정,SSG.SK,2021,3B,0.541,1029.0,5.55,0.961,2.94,0.8,0.0,0.0,0.0
이재원,SSG.SK,2021,C,0.529,678.2,5.31,0.988,-0.35,-0.39,-0.17,0.38,0.0
김민식,SSG.SK,2022,C,0.487,447.0,4.67,0.992,1.0,0.05,0.14,-0.2,0.0
김성현,SSG.SK,2019,SS,0.48,1143.2,4.6,0.954,0.54,-1.58,0.0,0.0,0.0
김민식,SSG.SK,2022,C,0.472,595.0,4.54,0.99,0.06,-0.13,0.45,-0.74,0.0
이성우,SSG.SK,2018,C,0.465,362.2,5.15,1.0,0.22,0.56,0.34,0.63,0.0
최정,SSG.SK,2018,3B,0.436,902.2,4.91,0.958,2.83,0.34,0.0,0.0,0.0
김성현,SSG.SK,2022,2B,0.429,854.2,4.09,0.974,2.35,0.03,0.0,0.0,0.0
김강민,SSG.SK,2020,CF,0.424,658.1,4.48,0.991,1.13,-0.08,0.0,0.0,2.24
박성한,SSG.SK,2022,SS,0.397,1176.0,3.87,0.961,-1.89,-0.13,0.0,0.0,0.0
나주환,SSG.SK,2019,2B,0.365,528.0,3.49,0.997,2.23,1.01,0.0,0.0,0.0
김강민,SSG.SK,2022,CF,0.36,341.0,3.49,1.0,2.9,0.22,0.0,0.0,-0.2
박성한,SSG.SK,2021,SS,0.351,1007.2,3.55,0.957,-0.9,-0.75,0.0,0.0,0.0
최정,SSG.SK,2020,3B,0.342,987.2,3.68,0.957,1.03,0.83,0.0,0.0,0.0
이흥련,SSG.SK,2021,C,0.34,369.0,3.41,0.997,-0.17,0.35,-0.16,0.21,0.0
한유섬,SSG.SK,2022,RF,0.332,979.2,3.23,1.0,7.02,0.79,0.0,0.0,0.33
김강민,SSG.SK,2021,CF,0.315,567.0,3.16,0.987,0.63,-0.13,0.0,0.0,1.69
김성현,SSG.SK,2020,SS,0.296,936.2,3.11,0.98,-1.46,0.6,0.0,0.0,0.0
안상현,SSG.SK,2022,2B,0.284,107.0,2.72,0.985,2.46,0.09,0.0,0.0,-0.0
이현석,SSG.SK,2021,C,0.283,220.0,2.84,0.99,0.25,-0.07,0.62,0.15,0.0
최항,SSG.SK,2020,2B,0.283,320.0,2.99,0.985,2.26,0.16,0.0,0.0,0.0
이재원,SSG.SK,2022,C,0.273,660.1,2.62,0.993,-1.94,0.17,-1.36,0.32,0.0
허도환,SSG.SK,2019,C,0.273,242.1,2.6,0.992,0.56,-0.08,-0.28,0.42,0.0
김성현,SSG.SK,2021,2B,0.261,643.1,2.63,0.975,0.29,0.4,0.0,0.0,0.0
정현,SSG.SK,2019,2B,0.257,90.2,2.43,1.0,1.91,0.24,0.0,0.0,0.0
최준우,SSG.SK,2019,2B,0.235,78.0,2.23,1.0,1.93,0.18,0.0,0.0,0.0
최정,SSG.SK,2019,3B,0.231,1154.1,2.28,0.956,-0.17,0.49,0.0,0.0,0.0
김성현,SSG.SK,2018,2B,0.23,1021.2,2.55,0.968,-0.26,-0.48,0.0,0.0,0.0
이흥련,SSG.SK,2020,C,0.229,297.1,2.4,0.989,0.62,-0.18,-0.45,-0.27,0.0
최항,SSG.SK,2019,2B,0.202,313.0,1.94,0.983,1.65,0.1,0.0,0.0,0.0
박성한,SSG.SK,2020,SS,0.192,258.0,2.02,0.971,0.66,-0.03,0.0,0.0,0.0
이현석,SSG.SK,2020,C,0.182,283.1,1.9,0.991,0.11,0.0,-0.29,-0.46,0.0
이흥련,SSG.SK,2020,C,0.178,302.1,1.87,0.99,0.01,-0.17,-0.45,-0.25,0.0
최주환,SSG.SK,2021,2B,0.142,772.1,1.43,0.979,2.71,-0.35,0.0,0.0,0.0
박성한,SSG.SK,2018,SS,0.14,157.2,1.54,0.933,1.35,-0.69,0.0,0.0,0.0
김찬형,SSG.SK,2021,2B,0.116,379.1,1.16,0.976,-0.04,0.34,0.0,0.0,0.0
강승호,SSG.SK,2019,2B,0.11,94.0,1.04,0.978,0.75,0.04,0.0,0.0,0.0
김창평,SSG.SK,2019,2B,0.104,126.0,0.98,1.0,0.47,0.29,0.0,0.0,0.0
이흥련,SSG.SK,2022,C,0.101,139.0,0.95,1.0,0.4,0.2,-0.74,-0.04,0.0
강승호,SSG.SK,2018,2B,0.088,218.1,0.98,0.965,0.77,-0.21,0.0,0.0,0.0
정진기,SSG.SK,2021,LF,0.08,14.0,0.72,0.8,0.37,-0.19,0.0,0.0,0.53
최민재,SSG.SK,2019,RF,0.077,6.0,0.67,1.0,0.61,0.0,0.0,0.0,0.08
윤정우,SSG.SK,2018,LF,0.077,70.0,0.85,0.938,1.64,-0.15,0.0,0.0,-0.24
오태곤,SSG.SK,2021,1B,0.074,545.1,0.74,0.991,3.49,0.03,0.0,0.0,0.8
최경모,SSG.SK,2019,2B,0.068,47.0,0.65,0.917,0.77,-0.27,0.0,0.0,0.0
이대수,SSG.SK,2018,2B,0.065,15.0,0.71,1.0,0.64,0.04,0.0,0.0,0.0
정현,SSG.SK,2019,2B,0.064,106.1,0.61,1.0,0.01,0.28,0.0,0.0,0.0
조용호,SSG.SK,2018,LF,0.063,20.0,0.69,1.0,0.79,0.02,0.0,0.0,-0.0
정현,SSG.SK,2021,2B,0.057,306.2,0.57,0.969,-0.02,0.06,0.0,0.0,0.0
허도환,SSG.SK,2018,C,0.055,67.1,0.61,1.0,0.0,0.1,-0.12,-0.02,0.0
안상현,SSG.SK,2021,2B,0.054,85.0,0.54,0.958,0.56,-0.17,0.0,0.0,0.0
오준혁,SSG.SK,2022,RF,0.044,93.1,0.43,1.0,0.13,0.07,0.0,0.0,0.69
박승욱,SSG.SK,2019,1B,0.044,39.0,0.42,1.0,0.24,0.1,0.0,0.0,0.0
이홍구,SSG.SK,2020,C,0.04,131.1,0.42,0.991,0.01,-0.01,-0.45,-0.31,0.0
석정우,SSG.SK,2022,2B,0.035,25.2,0.34,1.0,0.19,0.08,0.0,0.0,0.0
최승준,SSG.SK,2019,1B,0.034,26.0,0.32,1.0,0.49,0.05,0.0,0.0,0.0
김찬형,SSG.SK,2021,2B,0.031,315.0,0.31,0.977,-0.65,0.34,0.0,0.0,0.0
이홍구,SSG.SK,2020,C,0.029,230.0,0.3,0.989,0.01,-0.07,-1.22,-0.49,0.0
최경모,SSG.SK,2022,3B,0.021,249.1,0.2,0.961,-0.19,-0.07,0.0,0.0,0.0
추신수,SSG.SK,2022,RF,0.021,17.0,0.2,1.0,0.3,0.01,0.0,0.0,-0.03
유서준,SSG.SK,2021,CF,0.014,4.0,0.14,1.0,0.17,0.0,0.0,0.0,-0.02
박정권,SSG.SK,2018,1B,0.013,35.0,0.15,1.0,0.42,0.06,0.0,0.0,0.0
이현석,SSG.SK,2019,C,0.013,9.0,0.12,1.0,0.0,0.01,0.0,0.04,0.0
이현석,SSG.SK,2022,C,0.012,35.0,0.11,0.964,0.0,-0.15,-0.03,0.01,0.0
이정범,SSG.SK,2022,RF,0.011,18.0,0.1,0.857,-0.11,-0.19,0.0,0.0,0.49
강승호,SSG.SK,2018,2B,0.004,424.1,0.04,0.967,-0.1,-0.67,0.0,0.0,0.0
고명준,SSG.SK,2021,1B,0.003,1.0,0.03,1.0,0.04,0.0,0.0,0.0,0.0
현원회,SSG.SK,2020,C,0.003,2.0,0.03,1.0,0.0,0.0,0.0,0.01,0.0
안상현,SSG.SK,2018,2B,0.001,3.0,0.01,1.0,-0.0,0.01,0.0,0.0,0.0
이거연,SSG.SK,2020,1B,-0.003,4.0,-0.03,1.0,0.0,0.01,0.0,0.0,0.0
최준우,SSG.SK,2022,2B,-0.003,25.0,-0.03,0.952,0.06,-0.13,0.0,0.0,0.0
최항,SSG.SK,2022,3B,-0.004,16.0,-0.04,1.0,-0.08,0.04,0.0,0.0,0.0
임재현,SSG.SK,2019,RF,-0.006,11.0,-0.06,1.0,-0.1,0.01,0.0,0.0,0.09
김규남,SSG.SK,2021,LF,-0.009,14.0,-0.08,1.0,-0.02,0.01,0.0,0.0,-0.0
김재현,SSG.SK,2020,LF,-0.009,36.1,-0.09,1.0,0.3,0.02,0.0,0.0,-0.23
정진기,SSG.SK,2021,LF,-0.014,80.0,-0.14,0.955,0.0,-0.16,0.0,0.0,-0.12
정상호,SSG.SK,2021,C,-0.014,9.0,-0.14,0.8,-0.0,-0.19,-0.06,0.04,0.0
최항,SSG.SK,2018,2B,-0.015,459.2,-0.17,0.96,0.1,-0.79,0.0,0.0,0.0
최승준,SSG.SK,2018,1B,-0.018,50.2,-0.2,0.961,0.61,-0.32,0.0,0.0,0.0
남태혁,SSG.SK,2019,1B,-0.029,13.0,-0.28,1.0,-0.19,0.02,0.0,0.0,0.0
김규남,SSG.SK,2022,RF,-0.029,10.0,-0.27,1.0,0.11,0.01,0.0,0.0,-0.34
오준혁,SSG.SK,2021,LF,-0.029,22.0,-0.29,1.0,-0.19,0.01,0.0,0.0,0.0
조형우,SSG.SK,2022,C,-0.031,20.0,-0.3,1.0,0.0,0.03,-0.18,-0.32,0.0
정진기,SSG.SK,2019,RF,-0.036,42.0,-0.35,1.0,0.15,0.03,0.0,0.0,-0.32
정현,SSG.SK,2020,SS,-0.042,358.0,-0.44,0.962,-1.85,-0.33,0.0,0.0,0.0
노수광,SSG.SK,2020,CF,-0.046,170.2,-0.49,0.957,-0.15,-0.31,0.0,0.0,0.21
채현우,SSG.SK,2020,LF,-0.047,44.2,-0.5,1.0,-0.63,0.02,0.0,0.0,0.29
오준혁,SSG.SK,2020,LF,-0.051,196.2,-0.53,1.0,1.19,0.11,0.0,0.0,-0.77
류효승,SSG.SK,2020,1B,-0.052,8.0,-0.55,1.0,-0.49,0.01,0.0,0.0,0.0
채태인,SSG.SK,2020,1B,-0.052,75.1,-0.56,1.0,0.01,0.12,0.0,0.0,0.0
김창평,SSG.SK,2021,LF,-0.054,60.2,-0.54,1.0,-0.88,0.09,0.0,0.0,0.35
남태혁,SSG.SK,2020,1B,-0.054,52.0,-0.57,1.0,-0.18,0.08,0.0,0.0,0.0
박승욱,SSG.SK,2018,SS,-0.056,185.1,-0.63,0.968,-1.64,-0.01,0.0,0.0,0.0
김민준,SSG.SK,2020,LF,-0.068,18.1,-0.72,1.0,-0.27,0.01,0.0,0.0,-0.36
김경호,SSG.SK,2020,LF,-0.071,228.0,-0.75,1.0,0.24,0.13,0.0,0.0,-0.13
안상현,SSG.SK,2019,2B,-0.074,293.0,-0.71,0.964,-0.84,-0.49,0.0,0.0,0.0
유서준,SSG.SK,2020,SS,-0.074,48.1,-0.79,0.926,-0.72,-0.28,0.0,0.0,0.08
최상민,SSG.SK,2022,LF,-0.079,58.0,-0.76,1.0,-0.52,0.04,0.0,0.0,-0.09
윤석민,SSG.SK,2020,3B,-0.081,115.0,-0.85,0.964,-0.54,-0.1,0.0,0.0,0.0
남태혁,SSG.SK,2021,1B,-0.093,23.0,-0.94,0.913,-0.39,-0.36,0.0,0.0,0.0
정진기,SSG.SK,2020,RF,-0.098,280.0,-1.03,0.951,2.25,-0.64,0.0,0.0,-1.47
김강민,SSG.SK,2018,CF,-0.098,561.0,-1.1,0.985,-3.05,-0.1,0.0,0.0,0.97
최항,SSG.SK,2021,2B,-0.104,112.0,-1.04,0.957,-0.87,-0.31,0.0,0.0,0.0
이정범,SSG.SK,2021,LF,-0.11,109.0,-1.12,0.952,-0.66,-0.15,0.0,0.0,0.26
정의윤,SSG.SK,2020,LF,-0.11,174.0,-1.16,1.0,-0.11,0.1,0.0,0.0,-0.21
노수광,SSG.SK,2020,CF,-0.111,552.0,-1.17,0.976,0.06,-0.51,0.0,0.0,-0.05
김재현,SSG.SK,2019,RF,-0.111,141.2,-1.08,1.0,-0.25,0.1,0.0,0.0,-0.59
김강민,SSG.SK,2019,CF,-0.113,947.1,-1.1,0.989,-4.34,-0.01,0.0,0.0,1.68
오태곤,SSG.SK,2020,LF,-0.117,308.2,-1.24,1.0,0.02,0.22,0.0,0.0,0.37
라가레스,SSG.SK,2022,LF,-0.12,394.2,-1.17,0.98,0.81,-0.14,0.0,0.0,0.14
박승욱,SSG.SK,2019,1B,-0.126,551.0,-1.21,0.988,0.08,0.2,0.0,0.0,0.0
정현,SSG.SK,2021,2B,-0.131,67.0,-1.32,0.936,-1.24,-0.21,0.0,0.0,0.0
김창평,SSG.SK,2020,2B,-0.134,208.1,-1.41,0.973,-1.67,-0.12,0.0,0.0,0.0
김재현,SSG.SK,2022,3B,-0.157,59.0,-1.51,0.933,-1.61,-0.02,0.0,0.0,0.0
박정권,SSG.SK,2019,1B,-0.164,42.1,-1.59,1.0,-1.32,0.08,0.0,0.0,0.0
김재현,SSG.SK,2018,LF,-0.167,183.0,-1.87,0.979,-0.03,-0.07,0.0,0.0,-0.88
노수광,SSG.SK,2018,CF,-0.172,1028.2,-1.93,0.992,-0.8,0.26,0.0,0.0,0.76
김성민,SSG.SK,2020,SS,-0.174,27.0,-1.89,0.8,-1.73,-0.32,0.0,0.0,0.0
오태곤,SSG.SK,2020,LF,-0.176,386.0,-1.88,0.986,-0.2,0.07,0.0,0.0,-0.13
정의윤,SSG.SK,2018,RF,-0.177,168.0,-1.97,0.972,-0.44,-0.08,0.0,0.0,-0.49
한유섬,SSG.SK,2020,DH,-0.23,392.0,-2.46,0.975,-0.19,-0.17,0.0,0.0,0.05
하재훈,SSG.SK,2022,LF,-0.238,209.2,-2.3,0.98,-2.58,-0.06,0.0,0.0,1.3
최준우,SSG.SK,2020,2B,-0.239,441.1,-2.52,0.969,-2.74,-0.57,0.0,0.0,0.0
배영섭,SSG.SK,2019,LF,-0.254,159.2,-2.45,1.0,-1.16,0.09,0.0,0.0,-0.61
로맥,SSG.SK,2021,1B,-0.304,770.0,-3.06,0.997,2.52,1.05,0.0,0.0,0.0
로맥,SSG.SK,2018,1B,-0.336,1174.0,-3.81,0.99,6.83,-0.23,0.0,0.0,-0.01
한유섬,SSG.SK,2021,RF,-0.346,911.2,-3.52,0.991,1.47,0.15,0.0,0.0,-0.36
정의윤,SSG.SK,2019,LF,-0.361,376.0,-3.52,0.986,0.06,0.04,0.0,0.0,-1.74
김동엽,SSG.SK,2018,LF,-0.365,583.1,-4.06,0.972,0.41,-0.13,0.0,0.0,-1.03
정의윤,SSG.SK,2021,LF,-0.382,222.0,-3.83,1.0,-2.47,0.12,0.0,0.0,-0.33
최주환,SSG.SK,2022,2B,-0.4,592.2,-3.85,0.971,-2.53,-0.74,0.0,0.0,0.0
고종욱,SSG.SK,2020,LF,-0.401,302.2,-4.24,0.967,-0.19,-0.23,0.0,0.0,-2.18
정진기,SSG.SK,2018,CF,-0.448,443.1,-4.97,0.952,-1.33,-0.72,0.0,0.0,-1.88
크론,SSG.SK,2022,1B,-0.465,533.2,-4.46,0.995,-0.5,0.42,0.0,0.0,0.0
고종욱,SSG.SK,2021,LF,-0.625,216.0,-6.27,0.966,-5.08,-0.1,0.0,0.0,0.03
전의산,SSG.SK,2022,1B,-0.625,477.2,-6.08,0.983,-1.41,-0.69,0.0,0.0,0.0
고종욱,SSG.SK,2019,LF,-0.644,524.2,-6.3,0.974,-1.22,-0.33,0.0,0.0,-2.11
추신수,SSG.SK,2021,RF,-0.795,372.1,-8.15,0.988,-4.19,0.05,0.0,0.0,-2.04
한유섬,SSG.SK,2019,RF,-0.828,772.2,-8.08,0.978,-8.13,-0.18,0.0,0.0,4.11
로맥,SSG.SK,2019,1B,-0.89,1180.1,-8.75,0.996,-0.86,1.38,0.0,0.0,0.0
로맥,SSG.SK,2020,1B,-1.333,1080.2,-14.41,0.988,-4.26,-0.63,0.0,0.0,0.0
하주석,한화,2022,SS,1.196,900.0,11.44,0.956,7.26,-0.23,0.0,0.0,0.0
하주석,한화,2018,SS,1.133,1143.2,12.48,0.968,5.93,0.07,0.0,0.0,0.0
최재훈,한화,2021,C,0.944,844.0,9.55,0.999,-0.52,1.05,0.68,1.05,0.0
하주석,한화,2021,SS,0.922,923.2,9.28,0.963,3.75,0.75,0.0,0.0,0.0
정은원,한화,2021,2B,0.913,1024.2,9.24,0.975,7.35,0.08,0.0,0.0,0.0
최재훈,한화,2019,C,0.815,1022.2,7.94,0.993,-1.11,0.14,0.59,-0.23,0.0
최재훈,한화,2022,C,0.798,853.2,7.68,0.996,-0.99,0.65,0.96,0.02,0.0
최재훈,한화,2018,C,0.776,830.2,8.61,0.994,-0.57,0.28,0.5,0.5,0.0
박정현,한화,2022,SS,0.756,500.1,7.2,0.974,6.92,-0.03,0.0,0.0,-0.0
최재훈,한화,2020,C,0.755,857.2,8.04,0.994,0.71,0.22,-0.42,-0.3,0.0
이도윤,한화,2022,SS,0.562,306.2,5.35,0.955,4.68,-0.21,0.0,0.0,0.0
오선진,한화,2019,SS,0.551,981.2,5.28,0.975,-0.16,0.69,0.0,0.0,0.0
호잉,한화,2018,RF,0.544,1162.0,6.11,0.985,8.58,-0.09,0.0,0.0,3.85
강경학,한화,2018,2B,0.462,528.2,5.16,0.993,3.08,1.02,0.0,0.0,0.0
정진호,한화,2021,LF,0.449,304.1,4.42,0.976,5.42,-0.26,0.0,0.0,0.78
호잉,한화,2019,RF,0.444,1040.1,4.33,0.993,3.7,0.36,0.0,0.0,2.59
반즈,한화,2020,1B,0.36,626.1,3.81,0.989,6.8,-0.11,0.0,0.0,1.29
김민하,한화,2019,LF,0.307,346.0,2.95,0.979,2.8,-0.2,0.0,0.0,1.77
김민하,한화,2021,RF,0.273,258.1,2.72,0.961,2.91,-0.46,0.0,0.0,1.3
지시완,한화,2018,C,0.251,433.0,2.8,0.993,-0.05,0.06,-0.27,-1.09,0.0
김민하,한화,2018,LF,0.248,251.1,2.73,1.0,4.01,0.18,0.0,0.0,-0.49
양성우,한화,2018,LF,0.227,486.0,2.5,0.991,3.01,0.19,0.0,0.0,2.06
이시원,한화,2021,CF,0.226,150.2,2.23,0.982,2.16,-0.13,0.0,0.0,0.01
박정현,한화,2021,SS,0.208,242.0,2.04,0.955,2.25,-0.46,0.0,0.0,0.0
송광민,한화,2019,3B,0.206,974.0,1.98,0.949,0.8,-0.42,0.0,0.0,0.0
노시환,한화,2020,3B,0.183,785.0,1.93,0.95,0.3,-0.22,0.0,0.0,0.0
이용규,한화,2018,CF,0.157,1069.2,1.75,0.978,0.67,-0.63,0.0,0.0,-0.33
힐리,한화,2021,1B,0.157,527.0,1.56,0.991,6.07,-0.01,0.0,0.0,0.0
이해창,한화,2020,C,0.154,298.0,1.63,0.986,0.04,-0.38,-0.47,-0.27,0.0
오선진,한화,2020,SS,0.153,503.1,1.61,0.981,-0.79,0.65,0.0,0.0,0.0
노수광,한화,2021,CF,0.15,377.0,1.5,1.0,-1.34,0.18,0.0,0.0,2.46
장진혁,한화,2022,RF,0.142,275.0,1.35,0.944,1.64,-0.58,0.0,0.0,1.59
이도윤,한화,2021,SS,0.134,185.2,1.33,0.945,0.92,-0.18,0.0,0.0,0.0
지시완,한화,2019,C,0.123,186.1,1.19,1.0,-0.07,0.25,-0.2,-0.33,0.0
박준혁,한화,2018,RF,0.121,10.0,1.31,1.0,0.58,0.01,0.0,0.0,0.78
이해창,한화,2021,C,0.118,149.0,1.15,0.992,0.14,0.02,-0.19,-0.07,0.0
김태연,한화,2021,3B,0.113,406.0,1.15,0.956,0.84,-0.51,0.0,0.0,1.12
김지수,한화,2021,RF,0.104,59.0,1.01,1.0,0.94,0.03,0.0,0.0,0.27
박상언,한화,2022,C,0.101,329.2,0.97,0.971,0.19,-1.32,-0.61,-0.01,0.0
김현민,한화,2021,2B,0.096,13.0,0.91,1.0,0.86,0.03,0.0,0.0,0.0
유장혁,한화,2020,LF,0.093,104.1,0.97,1.0,1.93,0.06,0.0,0.0,-0.45
정경운,한화,2018,2B,0.092,47.2,1.02,1.0,0.84,0.13,0.0,0.0,0.0
박정현,한화,2020,SS,0.088,105.0,0.93,0.982,0.36,0.11,0.0,0.0,0.0
강상원,한화,2018,RF,0.087,23.0,0.95,1.0,1.57,0.02,0.0,0.0,-0.54
이시원,한화,2018,LF,0.08,119.0,0.89,1.0,0.33,0.08,0.0,0.0,0.78
임종찬,한화,2022,RF,0.074,138.0,0.7,0.963,0.38,-0.09,0.0,0.0,1.08
김종민,한화,2019,C,0.071,50.2,0.68,1.0,0.08,0.07,0.12,0.0,0.0
김회성,한화,2018,3B,0.067,244.2,0.75,1.0,0.75,0.58,0.0,0.0,0.0
백용환,한화,2021,C,0.059,164.2,0.6,0.994,0.2,0.05,-0.92,-0.03,0.0
장진혁,한화,2018,LF,0.054,117.2,0.6,1.0,-0.41,0.08,0.0,0.0,1.41
송광민,한화,2020,3B,0.053,542.2,0.56,0.979,1.85,0.13,0.0,0.0,0.0
박상언,한화,2020,C,0.052,102.1,0.54,0.978,0.27,-0.25,0.03,-0.43,0.0
이창열,한화,2019,3B,0.043,15.0,0.41,1.0,0.33,0.04,0.0,0.0,0.0
정은원,한화,2020,2B,0.034,622.0,0.36,0.988,-1.41,0.64,0.0,0.0,0.0
박한결,한화,2019,SS,0.03,29.0,0.28,1.0,0.05,0.09,0.0,0.0,0.0
하주석,한화,2019,SS,0.015,38.0,0.14,0.913,0.24,-0.28,0.0,0.0,0.0
조한민,한화,2021,RF,0.012,299.2,0.12,0.966,2.44,-0.35,0.0,0.0,-1.09
김창혁,한화,2018,C,0.012,9.1,0.13,0.875,0.0,-0.19,0.32,-0.09,0.0
김창혁,한화,2019,C,0.008,6.0,0.08,1.0,0.0,0.01,0.0,0.02,0.0
이해창,한화,2022,C,0.006,26.0,0.05,1.0,-0.13,0.04,-0.03,-0.03,0.0
강경학,한화,2021,2B,0.005,51.2,0.05,0.957,0.0,-0.05,0.0,0.0,0.0
백용환,한화,2022,C,0.004,3.0,0.04,1.0,0.0,0.0,0.0,0.01,0.0
허관회,한화,2020,C,0.004,7.0,0.04,1.0,0.0,0.01,-0.06,0.03,0.0
이원석,한화,2019,CF,0.003,17.0,0.02,1.0,-0.01,0.01,0.0,0.0,0.04
김회성,한화,2019,1B,0.002,272.1,0.02,0.989,1.1,0.19,0.0,0.0,0.0
최진행,한화,2018,LF,0.001,257.2,0.01,0.984,2.82,0.01,0.0,0.0,-1.36
송광민,한화,2018,3B,-0.005,892.1,-0.05,0.968,0.08,-0.07,0.0,0.0,0.0
김현민,한화,2020,2B,-0.005,8.0,-0.06,0.857,0.11,-0.18,0.0,0.0,0.0
이성열,한화,2021,1B,-0.006,64.0,-0.06,0.98,0.57,-0.08,0.0,0.0,0.0
장규현,한화,2021,C,-0.009,16.0,-0.09,1.0,-0.0,0.02,-0.25,-0.0,0.0
허관회,한화,2022,C,-0.013,13.0,-0.13,1.0,0.0,0.02,-0.18,-0.08,0.0
허인서,한화,2022,C,-0.017,43.0,-0.16,0.971,0.0,-0.14,-0.15,-0.22,0.0
장운호,한화,2019,LF,-0.021,25.0,-0.2,1.0,-0.62,0.02,0.0,0.0,0.53
노시환,한화,2019,1B,-0.022,431.2,-0.21,0.977,1.46,-0.37,-0.06,-0.19,0.0
이도윤,한화,2020,2B,-0.024,66.0,-0.25,1.0,-0.64,0.17,0.0,0.0,0.0
김태연,한화,2019,3B,-0.026,15.1,-0.25,0.875,-0.08,-0.16,0.0,0.0,0.0
장진혁,한화,2020,RF,-0.026,83.0,-0.27,1.0,-1.07,0.05,0.0,0.0,0.98
