이름,구단,연도,포지션,WAR*,타율,OPS,wRC+,WPA,타점율,삼진율,볼삼비,순도루성공,병살율
김동엽,삼성,19,DH,-0.85,0.215,0.604,60.7,0.08,0.128205128,0.241025641,0.25477707,1,0.0102564103
이성규,삼성,20,1B,-0.91,0.181,0.618,50.7,-1.73,0.138888889,0.296296296,0.280811232,2,0.0324074074
박계범,삼성,20,SS,-0.91,0.195,0.519,26.1,-0.9,0.0975609756,0.256097561,0.166270784,1,0.0182926829
김헌곤,삼성,22,CF,-1.58,0.192,0.465,24.6,-2.24,0.0892857143,0.0982142857,0.407239819,2,0.0446428571
양의지,NC,19,C,6.69,0.354,1.012,179.8,1.88,0.174358974,0.11025641,1.113689095,1,0.0333333333
양의지,NC,20,C,6,0.328,1.003,154.3,3.68,0.268980477,0.101952278,0.976645435,3,0.0238611714
양의지,NC,21,DH,5.74,0.325,0.995,165.4,5.64,0.23125,0.125,1.148086522,1,0.025
나성범,NC,20,DH,5.18,0.324,0.987,153.5,4.3,0.213333333,0.281904762,0.330857529,2,0.0114285714
알테어,NC,21,CF,4.91,0.272,0.872,132,2.11,0.170731707,0.317073171,0.365150545,15,0.012195122
박민우,NC,19,2B,4.72,0.344,0.836,135.8,1.68,0.0961538462,0.0854700855,1.02244389,11,0.0213675214
양의지,NC,22,C,4.61,0.283,0.861,140.3,0.76,0.220140515,0.112412178,1.247401247,2,0.037470726
나성범,NC,18,RF,4.51,0.318,0.899,126.6,4.73,0.163669065,0.235611511,0.335621663,13,0.0197841727
박건우,NC,22,CF,4.47,0.336,0.867,151.9,1.02,0.149509804,0.151960784,0.708534622,0,0.0245098039
박민우,NC,20,2B,4.47,0.345,0.877,132.6,1.46,0.13490364,0.102783726,0.748440748,7,0.0256959315
알테어,NC,20,CF,4.43,0.278,0.893,124.7,2.78,0.22406639,0.309128631,0.308517773,19,0.020746888
박석민,NC,20,3B,4.06,0.306,0.902,142.6,2.64,0.176966292,0.174157303,1.207729469,-1,0.0308988764
마티니,NC,22,LF,3.96,0.3,0.833,134.9,0.53,0.166666667,0.168627451,0.592334495,9,0.0156862745
나성범,NC,21,RF,3.91,0.281,0.844,124.1,3.13,0.177192982,0.271929825,0.245003224,-1,0.00877192982
노진혁,NC,22,3B,3.31,0.28,0.807,125.1,1.13,0.189393939,0.265151515,0.428163654,2,0.0277777778
노진혁,NC,20,SS,3.31,0.274,0.836,114.4,1.41,0.192037471,0.24824356,0.461828464,-4,0.018735363
박석민,NC,19,3B,3.31,0.267,0.871,139.3,1.42,0.205555556,0.191666667,0.940665702,-1,0.0472222222
박민우,NC,18,2B,2.93,0.324,0.821,112.9,0.96,0.0802919708,0.124087591,0.626223092,12,0.0097323601
노진혁,NC,21,SS,2.9,0.288,0.801,120.4,0.75,0.175757576,0.272727273,0.466148724,0,0.00909090909
노진혁,NC,19,SS,2.39,0.264,0.78,107.2,-0.48,0.123563218,0.229885057,0.38701623,-1,0.0201149425
박민우,NC,22,2B,2.13,0.267,0.71,101,0.62,0.0974358974,0.141025641,0.762250454,17,0.0179487179
손아섭,NC,22,RF,2.07,0.277,0.714,105.7,1.43,0.0875912409,0.138686131,0.775295664,3,0.0164233577
모창민,NC,19,1B,2.04,0.305,0.824,124.4,0.47,0.161290323,0.181818182,0.499194847,1,0.0234604106
권희동,NC,20,RF,1.98,0.26,0.789,109.3,1.68,0.144508671,0.208092486,0.80443828,3,0.0173410405
김주원,NC,22,SS,1.81,0.227,0.723,100.7,-0.41,0.172161172,0.326007326,0.336700337,7,0.0146520147
강진성,NC,20,1B,1.81,0.309,0.815,112,0.78,0.17721519,0.116455696,0.433839479,8,0.0278481013
노진혁,NC,18,3B,1.7,0.283,0.768,95.1,0.72,0.1,0.219047619,0.358306189,1,0.019047619
이명기,NC,20,LF,1.7,0.306,0.743,101.8,1,0.0943396226,0.163522013,0.640204866,5,0.0125786164
나성범,NC,19,CF,1.54,0.366,1.089,201,0.52,0.150537634,0.279569892,0.459770115,1,0.0215053763
스크럭스,NC,18,1B,1.41,0.257,0.826,103.4,2.57,0.193612774,0.28742515,0.381679389,1,0.0279441118
이명기,NC,21,LF,1.38,0.293,0.798,126.6,1.03,0.0732984293,0.141361257,1.365313653,2,0.0104712042
권희동,NC,19,RF,1.33,0.256,0.714,100,0.18,0.117816092,0.172413793,0.831946755,3,0.0287356322
권희동,NC,21,LF,1.32,0.263,0.872,136.7,0.63,0.195488722,0.180451128,1.203319502,2,0.030075188
박석민,NC,21,3B,1.32,0.257,0.841,121.5,0.01,0.239766082,0.251461988,0.626450116,0,0.0467836257
이명기,NC,19,RF,1.18,0.306,0.722,99.5,-0.43,0.0684931507,0.114155251,0.796812749,9,0.0365296804
김성욱,NC,18,CF,1.04,0.26,0.754,86,0.42,0.139318885,0.198142415,0.452418097,9,0.0309597523
모창민,NC,18,3B,0.95,0.279,0.826,101.4,1.7,0.216027875,0.177700348,0.410958904,-1,0.0348432056
권희동,NC,18,LF,0.92,0.283,0.766,92.3,1.78,0.166180758,0.16909621,0.602409639,-2,0.0145772595
박석민,NC,18,DH,0.91,0.255,0.816,103.4,1.51,0.172955975,0.251572327,0.486891386,1,0.034591195
박민우,NC,21,2B,0.83,0.261,0.699,94.8,-0.5,0.1,0.127777778,0.952380952,9,0.0222222222
최정원,NC,21,2B,0.8,0.283,0.671,88.4,-0.6,0.0377358491,0.188679245,0.448877805,3,0
김주원,NC,21,SS,0.73,0.241,0.701,87.8,-0.58,0.0963855422,0.343373494,0.297723292,4,0.0301204819
김성욱,NC,19,CF,0.65,0.23,0.689,80.5,-0.28,0.12543554,0.240418118,0.419681621,2,0.0139372822
스몰린스키,NC,19,RF,0.64,0.229,0.737,98.5,0.78,0.204878049,0.151219512,0.514469453,2,0.0341463415
김형준,NC,20,C,0.63,0.306,0.835,124.9,-0.17,0.152777778,0.291666667,0.473933649,0,0.0138888889
김태군,NC,21,C,0.63,0.22,0.651,72.8,-0.39,0.103448276,0.129310345,0.697674419,-1,0.0172413793
김태군,NC,20,C,0.53,0.292,0.719,82.6,0.29,0.159292035,0.123893805,0.425531915,0,0.0265486726
박준영,NC,22,3B,0.53,0.216,0.63,78.9,-1.16,0.0913461538,0.259615385,0.499075786,5,0.0288461538
김태진,NC,19,LF,0.53,0.275,0.684,83.6,-1.28,0.122994652,0.179144385,0.238450075,8,0.00802139037
베탄코트,NC,19,RF,0.51,0.246,0.712,93.5,-1.58,0.142857143,0.251231527,0.352250489,0,0.00492610837
권희동,NC,22,CF,0.49,0.223,0.646,87.4,0.39,0.0924369748,0.18487395,0.702947846,1,0.012605042
이원재,NC,18,LF,0.47,0.304,0.832,107.4,-0.17,0.137681159,0.239130435,0.302114804,-2,0.0217391304
박준영,NC,21,3B,0.43,0.209,0.638,73,-2.04,0.113553114,0.336996337,0.293159609,1,0.032967033
손시헌,NC,19,SS,0.38,0.267,0.673,81.5,-0.79,0.0740740741,0.17037037,0.216450216,-1,0.0148148148
김기환,NC,22,CF,0.37,0.221,0.593,71,-1.17,0.0530973451,0.336283186,0.341207349,12,0
김찬형,NC,19,SS,0.36,0.277,0.677,85.3,-0.31,0.085106383,0.14893617,0.28436019,-1,0.00709219858
이우성,NC,19,LF,0.35,0.268,0.762,102.8,-0.45,0.169014085,0.253521127,0.386740331,0,0.014084507
모창민,NC,20,1B,0.34,0.301,0.789,100.2,0.45,0.0955882353,0.161764706,0.36199095,0,0.0367647059
최정원,NC,20,2B,0.3,0.275,0.783,107.7,0.17,0.05,0.325,0.534351145,4,0.025
김찬형,NC,20,SS,0.26,0.297,0.734,89.7,0.17,0.109375,0.171875,0.36036036,2,0
최승민,NC,19,CF,0.24,0.444,1.056,204.2,0.09,0.111111111,0.222222222,0.476190476,3,0
김찬형,NC,21,2B,0.23,0.364,0.849,137.9,0.21,0.0454545455,0.227272727,0.392156863,0,0
이재율,NC,20,,0.23,0.444,1.056,192.3,0.02,0.333333333,0.111111111,0.909090909,3,0.111111111
강진성,NC,19,LF,0.19,0.247,0.669,83.5,0.18,0.144329897,0.206185567,0.149253731,1,0.0618556701
강진성,NC,21,1B,0.19,0.249,0.679,86.9,-1.32,0.0935960591,0.167487685,0.528634361,6,0.0295566502
김태진,NC,18,3B,0.18,0.355,0.863,121.2,-0.02,0.0967741935,0.161290323,0.588235294,-1,0
이원재,NC,19,1B,0.17,0.258,0.705,88.5,-0.51,0.140625,0.18359375,0.42462845,-1,0.01953125
최승민,NC,22,CF,0.17,0.324,0.647,88.6,-0.42,0.0882352941,0.205882353,0,3,0.0294117647
윤형준,NC,21,1B,0.15,0.297,0.821,107.4,-0.59,0.135135135,0.22972973,0.175438596,-1,0.027027027
전민수,NC,21,,0.15,0.255,0.708,92.6,0.43,0.163265306,0.234693878,0.476190476,0,0.0204081633
정범모,NC,19,C,0.12,0.225,0.679,72.3,0.68,0.1,0.375,0.198675497,0,0
정현,NC,21,2B,0.12,0.229,0.632,74.6,-0.33,0.0729166667,0.208333333,0.696517413,-1,0.0625
이명기,NC,22,LF,0.11,0.257,0.642,84.1,-1.84,0.0766666667,0.186666667,0.534759358,1,0.0266666667
정범모,NC,21,C,0.1,0.211,0.739,89.6,-0.14,0.263157895,0.210526316,0.487804878,0,0.105263158
박헌욱,NC,18,CF,0.1,0.273,0.804,94.2,-0.1,0.136363636,0.227272727,0.196078431,1,0.0454545455
최준석,NC,18,DH,0.09,0.255,0.705,84.5,-0.11,0.156862745,0.267973856,0.583941606,0,0.0392156863
오영수,NC,22,1B,0.09,0.238,0.668,89.8,0.33,0.134199134,0.251082251,0.378657487,-5,0.0173160173
김태군,NC,19,C,0.08,0.182,0.539,70.5,-0.07,0.0454545455,0.363636364,0.49382716,0,0.0454545455
도태훈,NC,18,3B,0.03,0.229,0.671,80.8,0.05,0.142857143,0.142857143,0.980392157,0,0
김찬형,NC,18,SS,0.01,0.232,0.597,55.5,-0.52,0.0633802817,0.197183099,0.284697509,3,0.00704225352
정진기,NC,21,LF,0.01,0.231,0.645,69.3,-0.17,0.112903226,0.198924731,0.269541779,3,0.0107526882
김준완,NC,21,RF,0,0.167,0.619,63.3,-0.08,0.0833333333,0,20,0,0
김형준,NC,19,C,0,0.224,0.605,58.5,-1.08,0.0841121495,0.224299065,0.331950207,0,0.00934579439
김준완,NC,19,RF,-0.03,0.25,0.566,59.2,-0.41,0.0625,0.125,0.952380952,0,0
지석훈,NC,20,3B,-0.03,0.207,0.598,57.8,-0.86,0.0991735537,0.272727273,0.453172205,1,0.0330578512
도태훈,NC,20,3B,-0.04,0.182,0.49,43.5,-0.18,0.0909090909,0.272727273,0.64516129,0,0
지석훈,NC,21,2B,-0.05,0.147,0.479,45.6,0.02,0.0588235294,0.352941176,0.495867769,0,0
전민수,NC,22,DH,-0.06,0.275,0.618,76.6,0.26,0.05,0.35,0.0709219858,0,0
지석훈,NC,19,3B,-0.07,0.228,0.628,69.9,0.44,0.100671141,0.248322148,0.269541779,-1,0.0402684564
도태훈,NC,21,3B,-0.09,0.182,0.532,52.4,-0.57,0.136363636,0.212121212,0.425531915,1,0.0454545455
정진기,NC,22,CF,-0.09,0.189,0.554,58.2,-0.59,0.0754716981,0.358490566,0.314136126,1,0.0188679245
이원재,NC,20,1B,-0.09,0.258,0.729,82.5,-0.45,0.128787879,0.196969697,0.421455939,1,0.0227272727
김수윤,NC,22,1B,-0.09,0.118,0.52,31.3,-0.01,0.117647059,0.411764706,0.14084507,0,0
김준완,NC,20,RF,-0.1,0.215,0.597,65.2,-0.29,0.0769230769,0.138461538,1.098901099,0,0.0461538462
이재율,NC,21,LF,-0.11,0.2,0.628,76.4,-0.25,0.0666666667,0.2,0,0,0.0666666667
신진호,NC,18,C,-0.11,0.182,0.462,26.3,-0.23,0.0454545455,0.454545455,0.297029703,0,0.0454545455
윤여운,NC,18,C,-0.13,0.192,0.559,32,-0.25,0.109589041,0.287671233,0.236966825,0,0.0136986301
최보성,NC,21,3B,-0.13,0.25,0.558,48.3,0.22,0.0833333333,0.416666667,0,-1,0
김성욱,NC,20,RF,-0.14,0.221,0.668,65.5,-0.13,0.133333333,0.205128205,0.42394015,7,0
최승민,NC,21,CF,-0.15,0.226,0.508,27.3,-0.18,0.0322580645,0.225806452,0.14084507,1,0
손시헌,NC,18,SS,-0.16,0.188,0.561,45.2,-0.22,0.109375,0.15625,0.746268657,2,0.0234375
박광열,NC,18,C,-0.17,0.16,0.436,15.4,-0.35,0.04,0.36,0.43956044,0,0
서호철,NC,22,2B,-0.17,0.205,0.542,52,-1.68,0.0717948718,0.21025641,0.291970803,2,0.0307692308
박준영,NC,20,SS,-0.18,0.152,0.474,24.6,-0.25,0.0652173913,0.369565217,0.116959064,1,0.0434782609
이상호,NC,19,2B,-0.19,0.278,0.614,63.9,-1.34,0.0512820513,0.094017094,0.407239819,5,0.0427350427
박석민,NC,22,3B,-0.2,0.149,0.49,48.2,-0.32,0.0425531915,0.170212766,1.111111111,0,0.0638297872
이재율,NC,18,LF,-0.21,0.171,0.488,26.6,0.06,0.0243902439,0.243902439,0.198019802,2,0
윤병호,NC,18,CF,-0.22,0.182,0.462,14.5,-0.21,0,0.303030303,0.198019802,1,0
천재환,NC,22,CF,-0.23,0.143,0.424,9.2,-0.8,0.0285714286,0.314285714,0,1,0.0285714286
오영수,NC,18,DH,-0.24,0.133,0.321,-23.3,-0.42,0,0.333333333,0.196078431,-1,0
도태훈,NC,22,3B,-0.34,0.216,0.591,58.6,-1.8,0.0935251799,0.165467626,0.562770563,0,0.035971223
김진형,NC,19,1B,-0.35,0.15,0.336,-32.3,-0.35,0.1,0.2,0,0,0.05
김기환,NC,21,LF,-0.35,0.207,0.6,55.2,-0.39,0.0928571429,0.321428571,0.177383592,11,0.00714285714
이원재,NC,21,1B,-0.36,0.231,0.512,34.8,-0.56,0.107692308,0.169230769,0.0900900901,1,0.0153846154
윤형준,NC,22,1B,-0.38,0.209,0.501,38.4,-0.7,0.0746268657,0.313432836,0.0473933649,1,0.0149253731
박대온,NC,21,C,-0.38,0.212,0.465,18.3,-0.6,0.0588235294,0.247058824,0.18957346,0,0
김한별,NC,22,SS,-0.38,0.095,0.191,-66.8,-0.39,0,0.285714286,0,-1,0
강진성,NC,18,LF,-0.38,0.235,0.553,35.2,-1,0.0147058824,0.25,0.233918129,0,0.0441176471
김형준,NC,18,C,-0.45,0.16,0.409,5.5,-0.99,0.024691358,0.395061728,0.218068536,0,0.037037037
김태진,NC,20,3B,-0.47,0.217,0.542,36.7,0.03,0.0722891566,0.265060241,0.180995475,0,0
김응민,NC,22,C,-0.47,0.134,0.386,1.2,-0.64,0.0746268657,0.179104478,0.247933884,0,0.0447761194
이우성,NC,18,LF,-0.62,0.193,0.559,37.7,-0.68,0.109243697,0.327731092,0.255754476,-2,0.0336134454
지석훈,NC,18,SS,-0.64,0.181,0.472,15.1,-0.1,0.085106383,0.212765957,0.39800995,1,0.0212765957
정범모,NC,18,C,-0.65,0.179,0.54,26.1,-1.49,0.0947368421,0.326315789,0.241545894,1,0.0210526316
이상호,NC,20,2B,-0.69,0.131,0.319,-24,-0.64,0.0655737705,0.0819672131,0.588235294,2,0.0327868852
이종욱,NC,18,LF,-0.71,0.23,0.563,35.1,-0.21,0.0655737705,0.131147541,0.248447205,0,0.0163934426
이상호,NC,18,2B,-0.73,0.251,0.551,37.3,-1.23,0.0427807487,0.0802139037,0.529801325,8,0.0427807487
박대온,NC,22,C,-0.75,0.181,0.429,10.5,-1.69,0.0787401575,0.291338583,0,0,0.031496063
이정후,히어로즈,22,CF,9.23,0.349,0.996,182.5,6.72,0.204339964,0.0578661844,2.056074766,5,0.0180831826
김하성,히어로즈,19,SS,7.17,0.307,0.88,145.7,4.52,0.192592593,0.148148148,0.873907615,29,0.0222222222
김하성,히어로즈,20,SS,6.83,0.306,0.921,147,4.22,0.204502814,0.127579737,1.101321586,21,0.0225140713
이정후,히어로즈,21,CF,6.73,0.36,0.959,165.2,3.17,0.181034483,0.0797413793,1.67115903,7,0.0172413793
박병호,히어로즈,18,1B,6.62,0.345,1.175,190.9,6.44,0.28,0.285,0.595968449,-1,0.0225
샌즈,히어로즈,19,RF,6.16,0.305,0.939,163,3.45,0.215238095,0.192380952,0.761622156,-1,0.0323809524
이정후,히어로즈,20,RF,5.56,0.333,0.921,142.8,3.81,0.185661765,0.0863970588,1.252653928,10,0.0294117647
박병호,히어로즈,19,1B,5.46,0.28,0.959,165.8,2.21,0.226851852,0.270833333,0.666097353,-1,0.0162037037
이정후,히어로즈,19,LF,4.88,0.336,0.842,135.1,1.39,0.118466899,0.0696864111,1.122194514,6,0.0261324042
김혜성,히어로즈,22,2B,4.8,0.318,0.776,123.9,1.26,0.0930232558,0.160852713,0.565583634,27,0.0174418605
김혜성,히어로즈,21,SS,4.73,0.304,0.737,106.2,0.99,0.118067979,0.17352415,0.659114315,42,0.0143112701
푸이그,히어로즈,22,RF,3.78,0.277,0.841,143.4,1.35,0.154334038,0.21141649,0.579420579,3,0.0126849894
이정후,히어로즈,18,RF,3.75,0.355,0.889,127.4,2.9,0.124183007,0.126361656,0.722891566,7,0.0108932462
김하성,히어로즈,18,SS,3.56,0.288,0.832,108.5,1.01,0.164383562,0.15851272,0.665844636,6,0.0313111546
이용규,히어로즈,21,LF,3.1,0.296,0.764,112.7,1.73,0.0936819172,0.100217865,1.540130152,14,0.0108932462
박동원,히어로즈,21,C,3.09,0.249,0.803,120.5,1.29,0.200968523,0.276029056,0.46450482,2,0.0290556901
박동원,히어로즈,22,C,2.94,0.242,0.771,111.5,-0.8,0.148051948,0.246753247,0.47318612,1,0.0233766234
박동원,히어로즈,19,C,2.92,0.297,0.812,125.2,1.37,0.173501577,0.176656151,0.606060606,1,0.0315457413
서건창,히어로즈,21,2B,2.83,0.254,0.694,94.8,0.14,0.1015625,0.150390625,0.894941634,8,0.02734375
김혜성,히어로즈,20,2B,2.72,0.285,0.744,98.7,1.38,0.122244489,0.188376754,0.488841658,18,0.0120240481
서건창,히어로즈,19,2B,2.34,0.3,0.755,112.6,0.1,0.0962441315,0.117370892,0.978043912,14,0.0117370892
박동원,히어로즈,20,C,2.24,0.25,0.764,104.5,0.23,0.154320988,0.209876543,0.558002937,0,0.0308641975
서건창,히어로즈,20,DH,2.17,0.277,0.776,111.4,1.19,0.107438017,0.119834711,1.56626506,14,0.0165289256
임병욱,히어로즈,18,CF,2.14,0.293,0.795,96.3,0.7,0.141843972,0.281323877,0.184718724,13,0.0141843972
송성문,히어로즈,22,3B,2.01,0.247,0.673,88.1,-1.23,0.144424132,0.118829982,0.69124424,-1,0.0146252285
김혜성,히어로즈,19,2B,1.9,0.276,0.691,88.1,0.25,0.091954023,0.244252874,0.340775558,17,0.0114942529
박준태,히어로즈,20,CF,1.89,0.245,0.721,101.8,0.81,0.083573487,0.345821326,0.541215654,4,0.0115273775
박병호,히어로즈,20,1B,1.81,0.223,0.802,115.7,0.5,0.213592233,0.368932039,0.499561788,0,0.0258899676
김민성,히어로즈,18,3B,1.75,0.283,0.765,93.4,-0.78,0.108958838,0.1937046,0.49937578,1,0.014527845
서건창,히어로즈,21,2B,1.7,0.26,0.725,105.4,0.43,0.101083032,0.155234657,1.044083527,2,0.0324909747
김휘집,히어로즈,22,SS,1.58,0.222,0.662,93.6,-1.22,0.108108108,0.345345345,0.338835795,0,0.018018018
송성문,히어로즈,18,2B,1.55,0.313,0.884,122.2,1.34,0.213270142,0.232227488,0.488798371,-2,0.00947867299
송우현,히어로즈,21,RF,1.51,0.296,0.786,117.4,0.62,0.168,0.196,0.570264766,0,0.016
박병호,히어로즈,21,1B,1.47,0.227,0.753,106.4,0.01,0.185819071,0.344743276,0.333097094,-1,0.02200489
이택근,히어로즈,18,DH,1.3,0.308,0.82,109.9,1.04,0.168831169,0.142857143,0.725623583,1,0.0454545455
허정협,히어로즈,20,LF,1.28,0.268,0.754,104.5,1.38,0.136942675,0.232484076,0.547195622,0,0.0222929936
이지영,히어로즈,22,C,1.26,0.267,0.634,75.6,-1.85,0.0880952381,0.104761905,0.453514739,0,0.0380952381
초이스,히어로즈,18,RF,1.19,0.258,0.794,97.2,0.78,0.1747851,0.226361032,0.417193426,1,0.0114613181
이지영,히어로즈,20,C,1.14,0.309,0.726,95.4,0.37,0.13740458,0.106870229,0.676156584,0,0.0305343511
샌즈,히어로즈,18,RF,1.05,0.314,1.122,171.5,2.12,0.430232558,0.313953488,0.221402214,-1,0.023255814
김혜성,히어로즈,18,2B,1,0.27,0.695,75,0.25,0.104651163,0.276744186,0.277078086,25,0.0139534884
송성문,히어로즈,21,3B,0.94,0.249,0.691,90.2,0.26,0.134693878,0.171428571,0.593824228,0,0.00816326531
이지영,히어로즈,19,C,0.88,0.282,0.632,73.3,-1.51,0.126623377,0.0909090909,0.533807829,4,0.0454545455
김규민,히어로즈,18,LF,0.79,0.295,0.73,90.1,1.73,0.134228188,0.298657718,0.303030303,4,0.0100671141
김웅빈,히어로즈,21,3B,0.78,0.238,0.723,101.6,0.26,0.147186147,0.316017316,0.465116279,0,0.00865800866
김웅빈,히어로즈,20,1B,0.75,0.275,0.789,104.1,0.14,0.149758454,0.314009662,0.261136713,1,0.0289855072
전병우,히어로즈,20,3B,0.71,0.237,0.667,77.8,0.2,0.133704735,0.278551532,0.36963037,7,0.0194986072
서건창,히어로즈,18,DH,0.66,0.34,0.824,112,1.21,0.106382979,0.134751773,0.628272251,2,0.00709219858
임병욱,히어로즈,19,CF,0.57,0.243,0.619,69.1,0.33,0.10817942,0.290237467,0.208900999,8,0.0158311346
장영석,히어로즈,19,3B,0.53,0.247,0.654,83.4,0.11,0.166666667,0.206989247,0.350194553,0,0.0376344086
전병우,히어로즈,21,3B,0.44,0.188,0.63,78.4,-0.2,0.145539906,0.384976526,0.401948843,2,0
러셀,히어로즈,20,2B,0.42,0.254,0.653,75,-1.03,0.12704918,0.151639344,0.592991914,2,0.0245901639
박동원,히어로즈,18,C,0.39,0.248,0.729,75.6,-0.29,0.145299145,0.213675214,0.358565737,0,0.0256410256
이지영,히어로즈,21,C,0.33,0.272,0.627,71.1,-0.87,0.129310345,0.0732758621,1.111111111,2,0.0431034483
김주형,히어로즈,22,SS,0.33,0.2,0.614,76,-0.93,0.0454545455,0.263636364,0.137457045,1,0.0363636364
크레익,히어로즈,21,1B,0.3,0.248,0.703,93.9,-0.52,0.135135135,0.193693694,0.464037123,-1,0.018018018
김주형,히어로즈,21,SS,0.3,0.18,0.628,86.2,0.13,0.1,0.3,0.264900662,1,0
김태진,히어로즈,22,1B,0.29,0.272,0.62,77.5,-0.12,0.08,0.112,0.604982206,-1,0.016
김규민,히어로즈,19,LF,0.28,0.248,0.657,86,-0.62,0.108108108,0.306306306,0.323054332,-2,0.018018018
임지열,히어로즈,22,LF,0.25,0.275,0.675,91.2,-0.55,0.114503817,0.328244275,0.232018561,1,0.0152671756
김태진,히어로즈,22,1B,0.23,0.268,0.61,74.5,-0.12,0.0787401575,0.118110236,0.564784053,-1,0.0157480315
임병욱,히어로즈,20,CF,0.21,0.27,0.72,88.2,0.27,0.162162162,0.27027027,0.396039604,3,0.027027027
김주형,히어로즈,20,3B,0.19,0.233,0.699,85.8,-0.33,0.139534884,0.23255814,0.396039604,-1,0
장영석,히어로즈,18,1B,0.16,0.224,0.72,79.8,-0.6,0.12755102,0.31122449,0.376432079,1,0.0102040816
박동원,히어로즈,22,C,0.16,0.212,0.744,117.5,-0.08,0.121212121,0.242424242,0.864197531,0,0
변상권,히어로즈,20,CF,0.14,0.274,0.685,76.5,0.15,0.258064516,0.322580645,0.0497512438,0,0.0322580645
김재현,히어로즈,21,C,0.03,0.217,0.635,58.8,-0.21,0.173913043,0.260869565,0.247933884,-1,0.0217391304
박준태,히어로즈,21,RF,0.03,0.196,0.623,86.6,-0.18,0.0869565217,0.347826087,0.621118012,1,0
박찬혁,히어로즈,22,DH,0.03,0.211,0.628,81.8,-0.36,0.105590062,0.416149068,0.134128167,-1,0.00621118012
김웅빈,히어로즈,19,3B,0.02,0.273,0.636,70.2,0.11,0.272727273,0.181818182,0,0,0.181818182
김은성,히어로즈,21,LF,0.02,0.278,0.722,88.6,-0.05,0.111111111,0.333333333,0,0,0
김병휘,히어로즈,21,2B,0.01,0.2,0.473,33.9,-0.05,0,0.2,0.476190476,0,0
김지수,히어로즈,19,3B,0,0.267,0.646,79.9,-0.05,0.1,0.233333333,0.281690141,0,0.0333333333
신준우,히어로즈,22,SS,0,0.14,0.498,45.5,-0.23,0,0.441860465,0.366492147,0,0
박정음,히어로즈,20,CF,0,0.186,0.488,28.9,-0.14,0.0465116279,0.325581395,0.141843972,8,0
박주홍,히어로즈,22,LF,-0.01,0.224,0.619,78.7,-0.22,0.0612244898,0.367346939,0.44198895,0,0.0204081633
김수환,히어로즈,21,1B,-0.04,0.2,0.633,65.6,-0.08,0.125,0.425,0.116959064,0,0.05
김수산,히어로즈,19,2B,-0.04,0.125,0.425,36.8,-0.21,0,0.25,0.952380952,0,0.125
프레이타스,히어로즈,21,DH,-0.04,0.259,0.671,81.8,-0.65,0.100719424,0.208633094,0.240549828,0,0.0503597122
이주형,히어로즈,21,DH,-0.04,0.1,0.582,55.4,0.19,0.3,0.7,0.14084507,0,0
김웅빈,히어로즈,22,DH,-0.05,0.226,0.639,81.5,-0.84,0.0956521739,0.330434783,0.341207349,-2,0.0173913043
문찬종,히어로즈,21,2B,-0.06,0.143,0.437,35.7,-0.12,0.0714285714,0.285714286,0.731707317,0,0.0714285714
김수환,히어로즈,22,1B,-0.07,0.179,0.604,74.9,-0.63,0.1,0.4,0.374331551,0,0
허정협,히어로즈,18,,-0.07,0.25,0.583,37.8,-0.25,0.0833333333,0.291666667,0,0,0.0416666667
박정음,히어로즈,19,LF,-0.09,0.197,0.598,75.9,-0.14,0.0985915493,0.436619718,0.353697749,1,0.014084507
예진원,히어로즈,22,LF,-0.1,0.1,0.408,29.3,-0.2,0,0.3,0.967741935,0,0
임동휘,히어로즈,19,3B,-0.11,0.133,0.435,13.1,-0.24,0.2,0.466666667,0.14084507,0,0.0666666667
김수환,히어로즈,20,1B,-0.13,0.182,0.523,37.2,-0.45,0.181818182,0.454545455,0.196078431,0,0.0909090909
허정협,히어로즈,19,LF,-0.13,0.235,0.562,61.9,-0.34,0.117647059,0.279411765,0.366492147,0,0.0147058824
김준완,히어로즈,22,LF,-0.13,0.189,0.58,74.9,-0.86,0.0883280757,0.223974763,0.900140647,0,0.0126182965
주효상,히어로즈,19,C,-0.13,0.207,0.578,46.2,0,0.172413793,0.24137931,0.14084507,0,0
김재현,히어로즈,22,C,-0.13,0.207,0.525,40.2,-0.66,0.0975609756,0.231707317,0.104712042,0,0.0365853659
주효상,히어로즈,20,C,-0.14,0.19,0.534,43.7,0.07,0.0833333333,0.30952381,0.498084291,0,0
박주홍,히어로즈,20,DH,-0.16,0.25,0.613,60.9,-0.15,0.0416666667,0.416666667,0.099009901,-1,0
김시앙,히어로즈,22,C,-0.16,0.083,0.237,-41,-0.17,0,0.666666667,0.12345679,0,0.0833333333
송성문,히어로즈,19,3B,-0.16,0.227,0.597,57.6,-1.76,0.11038961,0.172077922,0.357815443,1,0.0227272727
박정음,히어로즈,21,LF,-0.17,0,0.177,-38.8,-0.24,0.0769230769,0.230769231,0.64516129,2,0.0769230769
송우현,히어로즈,20,RF,-0.2,0,0.2,-28.5,-0.16,0,0.333333333,0.487804878,0,0
이택근,히어로즈,20,LF,-0.21,0.193,0.562,51.6,-0.11,0.122807018,0.368421053,0.331753555,0,0.0175438596
박준태,히어로즈,22,RF,-0.22,0.157,0.546,61.5,-0.55,0.142857143,0.471428571,0.332326284,0,0
박정음,히어로즈,18,RF,-0.22,0.063,0.368,-25.2,-0.62,0.0625,0.25,0,0,0
